title,movieid,year,perf_match,am_href,am_title,am_genres
Teenage Mutant Ninja Turtles,tt0100758,1990,mw0000208160,https://www.allmusic.com/album/teenage-mutant-ninja-turtles-1990-soundtrack-mw0000208160,Teenage Mutant Ninja Turtles [1990 Soundtrack],Stage & Screen
Teenage Mutant Ninja Turtles,tt1291150,2014,mw0000208160,https://www.allmusic.com/album/teenage-mutant-ninja-turtles-1990-soundtrack-mw0000208160,Teenage Mutant Ninja Turtles [1990 Soundtrack],Stage & Screen
Broken Flowers,tt0412019,2005,mw0000208384,https://www.allmusic.com/album/broken-flowers-music-from-the-film-mw0000208384,Broken Flowers: Music from the Film,Stage & Screen
The Bourne Supremacy,tt0372183,2004,mw0000208502,https://www.allmusic.com/album/the-bourne-supremacy-original-motion-picture-soundtrack-mw0000208502,The Bourne Supremacy [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Garden State,tt0333766,2004,mw0000209721,https://www.allmusic.com/album/garden-state-original-motion-picture-soundtrack-mw0000209721,Garden State [Original Motion Picture Soundtrack],"Stage & Screen, Pop/Rock, Folk"
Spider-Man,tt0145487,2002,mw0000209727,https://www.allmusic.com/album/spider-man-2-original-soundtrack-mw0000209727,Spider-Man 2 [Original Soundtrack],"Stage & Screen, Pop/Rock"
Spider-Man 2,tt0316654,2004,mw0000209727,https://www.allmusic.com/album/spider-man-2-original-soundtrack-mw0000209727,Spider-Man 2 [Original Soundtrack],"Stage & Screen, Pop/Rock"
How High,tt0278488,2001,mw0000210819,https://www.allmusic.com/album/how-high-original-soundtrack-mw0000210819,How High [Original Soundtrack],"Rap, Pop/Rock, R&B, Stage & Screen"
The Royal Tenenbaums,tt0265666,2002,mw0000210903,https://www.allmusic.com/album/the-royal-tenenbaums-original-motion-picture-soundtrack-mw0000210903,The Royal Tenenbaums [Original Motion Picture Soundtrack],"Stage & Screen, Pop/Rock, Classical"
Domestic Disturbance,tt0249478,2001,mw0000211179,https://www.allmusic.com/album/domestic-disturbance-original-motion-picture-soundtrack-mw0000211179,Domestic Disturbance [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
I Am Sam,tt0277027,2002,mw0000211379,https://www.allmusic.com/album/i-am-sam-mw0000211379,I Am Sam,"Stage & Screen, Pop/Rock"
Monsoon Wedding,tt0265343,2002,mw0000211380,https://www.allmusic.com/album/monsoon-wedding-mw0000211380,Monsoon Wedding,"Stage & Screen, New Age"
The Princess Diaries 2: Royal Engagement,tt0368933,2004,mw0000211747,https://www.allmusic.com/album/the-princess-diaries-2-royal-engagement-mw0000211747,The Princess Diaries 2: Royal Engagement,"Stage & Screen, Pop/Rock"
Lords of Dogtown,tt0355702,2005,mw0000212122,https://www.allmusic.com/album/lords-of-dogtown-mw0000212122,Lords of Dogtown,"Stage & Screen, Pop/Rock"
Gosford Park,tt0280707,2002,mw0000212156,https://www.allmusic.com/album/gosford-park-original-motion-picture-soundtrack-mw0000212156,Gosford Park [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
King Arthur,tt0349683,2004,mw0000212358,https://www.allmusic.com/album/king-arthur-original-score-mw0000212358,King Arthur [Original Score],"Stage & Screen, Classical"
The Count of Monte Cristo,tt0245844,2002,mw0000213137,https://www.allmusic.com/album/the-count-of-monte-cristo-original-motion-picture-soundtrack-mw0000213137,The Count of Monte Cristo [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
The New Guy,tt0241760,2002,mw0000213659,https://www.allmusic.com/album/the-new-guy-mw0000213659,The New Guy,Stage & Screen
The Mothman Prophecies,tt0265349,2002,mw0000213801,https://www.allmusic.com/album/the-mothman-prophecies-original-motion-picture-soundtrack-mw0000213801,The Mothman Prophecies [Original Motion Picture Soundtrack],"Stage & Screen, Classical, Avant-Garde, Pop/Rock"
All About the Benjamins,tt0278295,2002,mw0000213854,https://www.allmusic.com/album/all-about-the-benjamins-mw0000213854,All About the Benjamins,"Stage & Screen, R&B, Rap"
Not Another Teen Movie,tt0277371,2001,mw0000213938,https://www.allmusic.com/album/not-another-teen-movie-mw0000213938,Not Another Teen Movie,"Stage & Screen, Pop/Rock"
Van Wilder,tt0283111,2002,mw0000215706,https://www.allmusic.com/album/national-lampoons-van-wilder-mw0000215706,National Lampoon's Van Wilder,Stage & Screen
Hart's War,tt0251114,2002,mw0000217812,https://www.allmusic.com/album/harts-war-original-motion-picture-soundtrack-mw0000217812,Hart's War [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
The Importance of Being Earnest,tt0278500,2002,mw0000218028,https://www.allmusic.com/album/the-importance-of-being-earnest-original-motion-picture-soundtrack-mw0000218028,The Importance of Being Earnest [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Spirit: Stallion of the Cimarron,tt0166813,2002,mw0000218700,https://www.allmusic.com/album/spirit-stallion-of-the-cimarron-music-from-the-original-motion-picture-mw0000218700,Spirit: Stallion of the Cimarron [Music from the Original Motion Picture],"Pop/Rock, Stage & Screen, Classical"
The Sum of All Fears,tt0164184,2002,mw0000219787,https://www.allmusic.com/album/the-sum-of-all-fears-music-from-the-motion-picture-mw0000219787,The Sum of All Fears [Music from the Motion Picture],"Stage & Screen, Classical"
Minority Report,tt0181689,2002,mw0000219894,https://www.allmusic.com/album/minority-report-original-motion-picture-score-mw0000219894,Minority Report [Original Motion Picture Score],"Stage & Screen, Classical"
Kissing Jessica Stein,tt0264761,2002,mw0000220197,https://www.allmusic.com/album/kissing-jessica-stein-mw0000220197,Kissing Jessica Stein,"Stage & Screen, Vocal, Jazz"
Stuart Little 2,tt0243585,2002,mw0000220380,https://www.allmusic.com/album/stuart-little-2-mw0000220380,Stuart Little 2,"Stage & Screen, Pop/Rock"
About a Boy,tt0276751,2002,mw0000220388,https://www.allmusic.com/album/about-a-boy-original-motion-picture-soundtrack-mw0000220388,About a Boy [Original Motion Picture Soundtrack],Stage & Screen
Road to Perdition,tt0257044,2002,mw0000220900,https://www.allmusic.com/album/road-to-perdition-music-from-the-motion-picture-mw0000220900,Road to Perdition [Music from the Motion Picture],Stage & Screen
Undercover Brother,tt0279493,2002,mw0000222489,https://www.allmusic.com/album/undercover-brother-mw0000222489,Undercover Brother,"Stage & Screen, R&B, Rap"
Eight Legged Freaks,tt0271367,2002,mw0000222608,https://www.allmusic.com/album/eight-legged-freaks-original-motion-picture-soundtrack-mw0000222608,Eight Legged Freaks [Original Motion Picture Soundtrack],Stage & Screen
Spy Kids 2: Island of Lost Dreams,tt0287717,2002,mw0000223111,https://www.allmusic.com/album/spy-kids-2-island-of-lost-dreams-mw0000223111,Spy Kids 2: Island of Lost Dreams,Stage & Screen
Spirited Away,tt0245429,2003,mw0000223876,https://www.allmusic.com/album/miyazakis-spirited-away-film-score-mw0000223876,Miyazaki's Spirited Away (Film Score),Stage & Screen
One Hour Photo,tt0265459,2002,mw0000223927,https://www.allmusic.com/album/one-hour-photo-original-motion-picture-score-mw0000223927,One Hour Photo [Original Motion Picture Score],"Stage & Screen, Classical, Pop/Rock"
Men in Black II,tt0120912,2002,mw0000223950,https://www.allmusic.com/album/men-in-black-ii-original-motion-picture-soundtrack-mw0000223950,Men in Black II [Original Motion Picture Soundtrack],Stage & Screen
The Banger Sisters,tt0280460,2002,mw0000224097,https://www.allmusic.com/album/the-banger-sisters-mw0000224097,The Banger Sisters,"Stage & Screen, Pop/Rock"
Like Mike,tt0308506,2002,mw0000224455,https://www.allmusic.com/album/like-mike-original-soundtrack-mw0000224455,Like Mike [Original Soundtrack],"Rap, R&B"
The Bourne Identity,tt0258463,2002,mw0000224659,https://www.allmusic.com/album/the-bourne-identity-original-motion-picture-soundtrack-mw0000224659,The Bourne Identity [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
The Four Feathers,tt0240510,2002,mw0000224886,https://www.allmusic.com/album/the-four-feathers-original-motion-picture-soundtrack-mw0000224886,The Four Feathers [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Red Dragon,tt0289765,2002,mw0000225017,https://www.allmusic.com/album/red-dragon-original-motion-picture-soundtrack-mw0000225017,Red Dragon [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Austin Powers in Goldmember,tt0295178,2002,mw0000225232,https://www.allmusic.com/album/austin-powers-in-goldmember-original-soundtrack-mw0000225232,Austin Powers in Goldmember [Original Soundtrack],Stage & Screen
Sweet Home Alabama,tt0256415,2002,mw0000225389,https://www.allmusic.com/album/sweet-home-alabama-original-soundtrack-mw0000225389,Sweet Home Alabama [Original Soundtrack],"Stage & Screen, Pop/Rock, Country"
Ballistic: Ecks vs. Sever,tt0308208,2002,mw0000226185,https://www.allmusic.com/album/ballistic-ecks-vs-sever-original-motion-picture-score-mw0000226185,Ballistic: Ecks vs. Sever [Original Motion Picture Score],"Stage & Screen, Classical, Electronic"
Real Women Have Curves,tt0296166,2002,mw0000227180,https://www.allmusic.com/album/real-women-have-curves-mw0000227180,Real Women Have Curves,"Stage & Screen, Jazz, Latin"
The Santa Clause,tt0111070,1994,mw0000227658,https://www.allmusic.com/album/the-santa-clause-2-mw0000227658,The Santa Clause 2,"Stage & Screen, Holiday, Pop/Rock, Children's"
The Santa Clause 2,tt0304669,2002,mw0000227658,https://www.allmusic.com/album/the-santa-clause-2-mw0000227658,The Santa Clause 2,"Stage & Screen, Holiday, Pop/Rock, Children's"
A Beautiful Mind,tt0268978,2002,mw0000227666,https://www.allmusic.com/album/a-beautiful-mind-original-motion-picture-soundtrack-mw0000227666,A Beautiful Mind [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Punch-Drunk Love,tt0272338,2002,mw0000228166,https://www.allmusic.com/album/punch-drunk-love-original-motion-picture-soundtrack-mw0000228166,Punch-Drunk Love [Original Motion Picture Soundtrack],Stage & Screen
The Emperor's Club,tt0283530,2002,mw0000228358,https://www.allmusic.com/album/the-emperors-club-original-motion-picture-soundtrack-mw0000228358,The Emperor's Club [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
The Wicker Man,tt0450345,2006,mw0000228387,https://www.allmusic.com/album/the-wicker-man-1973-original-motion-picture-soundtrack-mw0000228387,The Wicker Man [1973] [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
The Rules of Attraction,tt0292644,2002,mw0000228503,https://www.allmusic.com/album/the-rules-of-attraction-mw0000228503,The Rules of Attraction,"Stage & Screen, Pop/Rock"
Deliver Us from Eva,tt0301181,2003,mw0000228767,https://www.allmusic.com/album/deliver-us-from-eva-mw0000228767,Deliver Us from Eva,"Stage & Screen, Pop/Rock, R&B, Rap"
Catch Me If You Can,tt0264464,2002,mw0000228915,https://www.allmusic.com/album/catch-me-if-you-can-music-from-the-motion-picture-mw0000228915,Catch Me If You Can [Music from the Motion Picture],Stage & Screen
Buffy the Vampire Slayer,tt0103893,1992,mw0000229373,https://www.allmusic.com/album/buffy-the-vampire-slayer-once-more-with-feeling-original-tv-soundtrack-mw0000229373,"Buffy the Vampire Slayer: Once More, With Feeling [Original TV Soundtrack]",Stage & Screen
Maid in Manhattan,tt0252076,2002,mw0000229547,https://www.allmusic.com/album/maid-in-manhattan-mw0000229547,Maid in Manhattan,"Stage & Screen, Pop/Rock"
Biker Boyz,tt0326769,2003,mw0000229800,https://www.allmusic.com/album/biker-boyz-mw0000229800,Biker Boyz,Stage & Screen
Harry Potter and the Chamber of Secrets,tt0295297,2002,mw0000229972,https://www.allmusic.com/album/harry-potter-and-the-chamber-of-secrets-original-soundtrack-mw0000229972,Harry Potter and the Chamber of Secrets [Original Soundtrack],"Stage & Screen, Classical"
Moonlight Mile,tt0179098,2002,mw0000230076,https://www.allmusic.com/album/moonlight-mile-mw0000230076,Moonlight Mile,"Stage & Screen, Pop/Rock, R&B"
The Truth About Charlie,tt0270707,2002,mw0000231189,https://www.allmusic.com/album/the-truth-about-charlie-mw0000231189,The Truth About Charlie,"Stage & Screen, Pop/Rock"
Go,tt0139239,1999,mw0000231222,https://www.allmusic.com/album/go-1999-music-from-the-motion-picture-mw0000231222,Go [1999] [Music from the Motion Picture],"Stage & Screen, Pop/Rock, Electronic"
White Oleander,tt0283139,2002,mw0000231436,https://www.allmusic.com/album/white-oleander-original-motion-picture-soundtrack-mw0000231436,White Oleander [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Treasure Planet,tt0133240,2002,mw0000231441,https://www.allmusic.com/album/treasure-planet-original-motion-picture-score-mw0000231441,Treasure Planet [Original Motion Picture Score],"Stage & Screen, Classical, Children's"
Wing Commander,tt0131646,1999,mw0000231464,https://www.allmusic.com/album/wing-commander-original-soundtrack-mw0000231464,Wing Commander [Original Soundtrack],Stage & Screen
Friday After Next,tt0293815,2002,mw0000232430,https://www.allmusic.com/album/friday-after-next-mw0000232430,Friday After Next,"Stage & Screen, R&B, Rap, Holiday"
Eight Crazy Nights,tt0271263,2002,mw0000233240,https://www.allmusic.com/album/eight-crazy-nights-mw0000233240,Eight Crazy Nights,"Stage & Screen, Comedy/Spoken"
Phone Booth,tt0183649,2003,mw0000233606,https://www.allmusic.com/album/phone-booth-original-motion-picture-score-mw0000233606,Phone Booth [Original Motion Picture Score],"Stage & Screen, Classical"
The Hot Chick,tt0302640,2002,mw0000233645,https://www.allmusic.com/album/the-hot-chick-mw0000233645,The Hot Chick,Stage & Screen
Gangs of New York,tt0217505,2002,mw0000234276,https://www.allmusic.com/album/gangs-of-new-york-mw0000234276,Gangs of New York,"Stage & Screen, Pop/Rock"
Three to Tango,tt0144640,1999,mw0000236009,https://www.allmusic.com/album/three-to-tango-mw0000236009,Three to Tango,"Stage & Screen, Pop/Rock"
10 Things I Hate About You,tt0147800,1999,mw0000237728,https://www.allmusic.com/album/10-things-i-hate-about-you-original-soundtrack-mw0000237728,10 Things I Hate About You [Original Soundtrack],"Stage & Screen, Pop/Rock"
A Midsummer Night's Dream,tt0140379,1999,mw0000238199,https://www.allmusic.com/album/a-midsummer-nights-dream-1999-mw0000238199,A Midsummer Night's Dream [1999],Stage & Screen
Star Wars: Episode I - The Phantom Menace,tt0120915,1999,mw0000238558,https://www.allmusic.com/album/star-wars-episode-i-the-phantom-menace-original-motion-picture-soundtrack-mw0000238558,Star Wars Episode I: The Phantom Menace [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Trippin',tt0160298,1999,mw0000239420,https://www.allmusic.com/album/trippin-original-soundtrack-mw0000239420,Trippin' [Original Soundtrack],Stage & Screen
South Park: Bigger Longer & Uncut,tt0158983,1999,mw0000240765,https://www.allmusic.com/album/south-park-bigger-longer-uncut-mw0000240765,"South Park: Bigger, Longer & Uncut",Stage & Screen
Notting Hill,tt0125439,1999,mw0000241221,https://www.allmusic.com/album/notting-hill-mw0000241221,Notting Hill,Stage & Screen
Summer of Sam,tt0162677,1999,mw0000241828,https://www.allmusic.com/album/the-summer-of-sam-mw0000241828,The Summer of Sam,"Stage & Screen, Pop/Rock, R&B"
Alice in Wonderland,tt1014759,2010,mw0000241887,https://www.allmusic.com/album/alice-in-wonderland-score-mw0000241887,Alice in Wonderland [Score],Stage & Screen
Drop Dead Gorgeous,tt0157503,1999,mw0000242259,https://www.allmusic.com/album/drop-dead-gorgeous-original-soundtrack-mw0000242259,Drop Dead Gorgeous [Original Soundtrack],"Stage & Screen, Pop/Rock"
Eyes Wide Shut,tt0120663,1999,mw0000242501,https://www.allmusic.com/album/eyes-wide-shut-mw0000242501,Eyes Wide Shut,"Stage & Screen, Pop/Rock, Vocal"
The Blair Witch Project,tt0185937,1999,mw0000242553,https://www.allmusic.com/album/the-blair-witch-project-joshs-blair-witch-mix-enhanced-disc-mw0000242553,The Blair Witch Project: Josh's Blair Witch Mix [Enhanced Disc],"Stage & Screen, Electronic, Pop/Rock"
Fight Club,tt0137523,1999,mw0000242893,https://www.allmusic.com/album/fight-club-original-soundtrack-mw0000242893,Fight Club [Original Soundtrack],"Stage & Screen, Electronic"
Muppets from Space,tt0158811,1999,mw0000242960,https://www.allmusic.com/album/muppets-from-space-soundtrack-mw0000242960,Muppets from Space [Soundtrack],"Stage & Screen, Children's, R&B"
Runaway Bride,tt0163187,1999,mw0000243006,https://www.allmusic.com/album/the-runaway-bride-mw0000243006,The Runaway Bride,"Stage & Screen, Pop/Rock"
Outside Providence,tt0125971,1999,mw0000243252,https://www.allmusic.com/album/outside-providence-mw0000243252,Outside Providence,"Stage & Screen, Pop/Rock"
The Island of Dr. Moreau,tt0116654,1996,mw0000243404,https://www.allmusic.com/album/the-island-of-dr-moreau-mw0000243404,The Island of Dr. Moreau,"Stage & Screen, Pop/Rock"
Mickey Blue Eyes,tt0130121,1999,mw0000243446,https://www.allmusic.com/album/mickey-blue-eyes-mw0000243446,Mickey Blue Eyes,Stage & Screen
Universal Soldier,tt0105698,1992,mw0000243795,https://www.allmusic.com/album/universal-soldier-ii-television-soundtrack-mw0000243795,Universal Soldier II [Television Soundtrack],Stage & Screen
Tarzan,tt0120855,1999,mw0000243892,https://www.allmusic.com/album/tarzan-1999-original-motion-picture-soundtrack-mw0000243892,Tarzan [1999] [Original Motion Picture Soundtrack],Stage & Screen
An Ideal Husband,tt0122541,1999,mw0000243954,https://www.allmusic.com/album/an-ideal-husband-mw0000243954,An Ideal Husband,Stage & Screen
Toy Story 2,tt0120363,1999,mw0000244319,https://www.allmusic.com/album/toy-story-2-mw0000244319,Toy Story 2,Stage & Screen
In Too Deep,tt0160401,1999,mw0000244332,https://www.allmusic.com/album/in-too-deep-original-soundtrack-mw0000244332,In Too Deep [Original Soundtrack],"Stage & Screen, R&B"
The 13th Warrior,tt0120657,1999,mw0000245009,https://www.allmusic.com/album/the-13th-warrior-mw0000245009,The 13th Warrior,Stage & Screen
Deep Blue Sea,tt0149261,1999,mw0000245511,https://www.allmusic.com/album/deep-blue-sea-score-mw0000245511,Deep Blue Sea [Score],Stage & Screen
Noises Off...,tt0105017,1992,mw0000246268,https://www.allmusic.com/album/noises-off%21-mw0000246268,Noises Off!,Stage & Screen
American Pie,tt0163651,1999,mw0000246459,https://www.allmusic.com/album/american-pie-original-soundtrack-mw0000246459,American Pie [Original Soundtrack],"Stage & Screen, Pop/Rock"
Run Lola Run,tt0130827,1999,mw0000246870,https://www.allmusic.com/album/run-lola-run-mw0000246870,Run Lola Run,Stage & Screen
Stir of Echoes,tt0164181,1999,mw0000247057,https://www.allmusic.com/album/stir-of-echoes-mw0000247057,Stir of Echoes,"Stage & Screen, Pop/Rock"
Escape from L.A.,tt0116225,1996,mw0000247742,https://www.allmusic.com/album/escape-from-la-original-score-mw0000247742,Escape from L.A. [Original Score],Stage & Screen
Brokedown Palace,tt0120620,1999,mw0000248175,https://www.allmusic.com/album/brokedown-palace-mw0000248175,Brokedown Palace,"Stage & Screen, Pop/Rock"
Teaching Mrs. Tingle,tt0133046,1999,mw0000249972,https://www.allmusic.com/album/teaching-mrs-tingle-soundtrack-mw0000249972,Teaching Mrs. Tingle [Soundtrack],"Stage & Screen, Pop/Rock"
Drive Me Crazy,tt0164114,1999,mw0000250324,https://www.allmusic.com/album/drive-me-crazy-mw0000250324,Drive Me Crazy,"Stage & Screen, Pop/Rock, Religious"
The Bone Collector,tt0145681,1999,mw0000252548,https://www.allmusic.com/album/the-bone-collector-original-motion-picture-soundtrack-mw0000252548,The Bone Collector [Original Motion Picture Soundtrack],"Stage & Screen, Classical, Pop/Rock"
Bringing Out the Dead,tt0163988,1999,mw0000252552,https://www.allmusic.com/album/bringing-out-the-dead-mw0000252552,Bringing Out the Dead,"Stage & Screen, Pop/Rock"
The World Is Not Enough,tt0143145,1999,mw0000253611,https://www.allmusic.com/album/the-world-is-not-enough-music-from-the-motion-picture-mw0000253611,The World Is Not Enough [Music from the Motion Picture],"Stage & Screen, Pop/Rock"
The Ninth Gate,tt0142688,2000,mw0000254232,https://www.allmusic.com/album/the-ninth-gate-original-motion-picture-soundtrack-mw0000254232,The Ninth Gate [Original Motion Picture Soundtrack],Stage & Screen
Team America: World Police,tt0372588,2004,mw0000254853,https://www.allmusic.com/album/team-america-world-police-mw0000254853,Team America: World Police,Stage & Screen
Sweet and Lowdown,tt0158371,2000,mw0000255054,https://www.allmusic.com/album/sweet-and-lowdown-mw0000255054,Sweet and Lowdown,Stage & Screen
The Cider House Rules,tt0124315,2000,mw0000256250,https://www.allmusic.com/album/the-cider-house-rules-mw0000256250,The Cider House Rules,"Stage & Screen, Classical"
Booty Call,tt0118750,1997,mw0000256389,https://www.allmusic.com/album/booty-call-mw0000256389,Booty Call,"Stage & Screen, R&B, Rap"
The Green Mile,tt0120689,1999,mw0000256397,https://www.allmusic.com/album/the-green-mile-music-from-the-motion-picture-mw0000256397,The Green Mile [Music from the Motion Picture],Stage & Screen
Deuce Bigalow: Male Gigolo,tt0205000,1999,mw0000257163,https://www.allmusic.com/album/deuce-bigalow-male-gigolo-mw0000257163,"Deuce Bigalow, Male Gigolo","Stage & Screen, Pop/Rock"
Sleepy Hollow,tt0162661,1999,mw0000257378,https://www.allmusic.com/album/sleepy-hollow-original-soundtrack-mw0000257378,Sleepy Hollow [Original Soundtrack],"Stage & Screen, Classical"
Being John Malkovich,tt0120601,1999,mw0000258049,https://www.allmusic.com/album/being-john-malkovich-original-soundtrack-mw0000258049,Being John Malkovich [Original Soundtrack],Stage & Screen
The Talented Mr. Ripley,tt0134119,1999,mw0000259111,https://www.allmusic.com/album/the-talented-mr-ripley-music-from-the-motion-picture-mw0000259111,The Talented Mr. Ripley [Music from the Motion Picture],"Stage & Screen, Jazz"
The End of the Affair,tt0172396,2000,mw0000259112,https://www.allmusic.com/album/the-end-of-the-affair-mw0000259112,The End of the Affair,Stage & Screen
I Heart Huckabees,tt0356721,2004,mw0000259192,https://www.allmusic.com/album/i-heart-huckabees-mw0000259192,I Heart Huckabees,"Stage & Screen, Pop/Rock"
The Story of Us,tt0160916,1999,mw0000259193,https://www.allmusic.com/album/the-story-of-us-music-from-the-motion-picture-mw0000259193,The Story of Us [Music from the Motion Picture],"Stage & Screen, Pop/Rock"
A Lot Like Love,tt0391304,2005,mw0000259510,https://www.allmusic.com/album/a-lot-like-love-mw0000259510,A Lot Like Love,"Stage & Screen, Pop/Rock"
Son of the Mask,tt0362165,2005,mw0000259868,https://www.allmusic.com/album/son-of-the-mask-mw0000259868,Son of the Mask,"Stage & Screen, Pop/Rock"
Cradle Will Rock,tt0150216,2000,mw0000259880,https://www.allmusic.com/album/cradle-will-rock-original-soundtrack-mw0000259880,Cradle Will Rock [Original Soundtrack],Stage & Screen
Snow Falling on Cedars,tt0120834,2000,mw0000260165,https://www.allmusic.com/album/snow-falling-on-cedars-mw0000260165,Snow Falling on Cedars,Stage & Screen
Next Friday,tt0195945,2000,mw0000260834,https://www.allmusic.com/album/next-friday-original-motion-picture-soundtrack-mw0000260834,Next Friday [Original Motion Picture Soundtrack],"Stage & Screen, Rap"
End of Days,tt0146675,1999,mw0000261253,https://www.allmusic.com/album/end-of-days-original-motion-picture-soundtrack-mw0000261253,End of Days [Original Motion Picture Soundtrack],"Stage & Screen, Pop/Rock"
Green Card,tt0099699,1991,mw0000262145,https://www.allmusic.com/album/green-card-mw0000262145,Green Card,Stage & Screen
The Rescuers Down Under,tt0100477,1990,mw0000262337,https://www.allmusic.com/album/the-rescuers-down-under-original-motion-picture-soundtrack-mw0000262337,The Rescuers Down Under [Original Motion Picture Soundtrack],"Stage & Screen, Children's"
The Bonfire of the Vanities,tt0099165,1990,mw0000262635,https://www.allmusic.com/album/the-bonfire-of-the-vanities-mw0000262635,The Bonfire of the Vanities,Stage & Screen
The Silence of the Lambs,tt0102926,1991,mw0000262732,https://www.allmusic.com/album/the-silence-of-the-lambs-original-motion-picture-score-mw0000262732,The Silence of the Lambs [Original Motion Picture Score],Stage & Screen
Class Action,tt0101590,1991,mw0000263932,https://www.allmusic.com/album/class-action-mw0000263932,Class Action,Stage & Screen
Pacific Heights,tt0100318,1990,mw0000263935,https://www.allmusic.com/album/pacific-heights-original-soundtrack-mw0000263935,Pacific Heights [Original Soundtrack],Stage & Screen
Hudson Hawk,tt0102070,1991,mw0000264125,https://www.allmusic.com/album/hudson-hawk-original-score-mw0000264125,Hudson Hawk [Original Score],Stage & Screen
Thelma & Louise,tt0103074,1991,mw0000264148,https://www.allmusic.com/album/thelma-louise-original-motion-picture-soundtrack-mw0000264148,Thelma & Louise [Original Motion Picture Soundtrack],Stage & Screen
Don't Tell Mom the Babysitter's Dead,tt0101757,1991,mw0000264425,https://www.allmusic.com/album/dont-tell-mom-the-babysitters-dead-mw0000264425,Don't Tell Mom the Babysitter's Dead,Stage & Screen
Bridget Jones: The Edge of Reason,tt0317198,2004,mw0000264477,https://www.allmusic.com/album/bridget-jones-the-edge-of-reason-mw0000264477,Bridget Jones: The Edge of Reason,"Stage & Screen, Pop/Rock, R&B"
A Rage in Harlem,tt0102749,1991,mw0000264735,https://www.allmusic.com/album/a-rage-in-harlem-original-soundtrack-mw0000264735,A Rage in Harlem [Original Soundtrack],"R&B, Stage & Screen, Pop/Rock, Blues"
Point Break,tt0102685,1991,mw0000265002,https://www.allmusic.com/album/point-break-1991-music-from-the-motion-picture-mw0000265002,Point Break [1991] [Music From the Motion Picture],"Stage & Screen, Pop/Rock"
Being Julia,tt0340012,2005,mw0000265008,https://www.allmusic.com/album/being-julia-original-motion-picture-soundtrack-mw0000265008,Being Julia [Original Motion Picture Soundtrack],"Stage & Screen, Vocal"
The Naked Gun 2½: The Smell of Fear,tt0102510,1991,mw0000265033,https://www.allmusic.com/album/the-naked-gun-2%C2%BD-the-smell-of-fear-mw0000265033,The Naked Gun 2½: The Smell of Fear,"Stage & Screen, Classical"
The Prince of Tides,tt0102713,1991,mw0000265042,https://www.allmusic.com/album/the-prince-of-tides-mw0000265042,The Prince of Tides,"Stage & Screen, Vocal, Pop/Rock, Classical"
Terminator 2: Judgment Day,tt0103064,1991,mw0000265119,https://www.allmusic.com/album/terminator-2-judgment-day-original-motion-picture-soundtrack-mw0000265119,Terminator 2: Judgment Day [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Sleeping with the Enemy,tt0102945,1991,mw0000266968,https://www.allmusic.com/album/sleeping-with-the-enemy-mw0000266968,Sleeping with the Enemy,"Stage & Screen, Pop/Rock"
New Jack City,tt0102526,1991,mw0000267110,https://www.allmusic.com/album/new-jack-city-original-soundtrack-mw0000267110,New Jack City [Original Soundtrack],"Stage & Screen, R&B, Rap"
Far from the Madding Crowd,tt2935476,2015,mw0000267816,https://www.allmusic.com/album/far-from-the-madding-crowd-chapter-iii-mw0000267816,Far from the Madding Crowd [Chapter III],Stage & Screen
The Five Heartbeats,tt0101891,1991,mw0000268008,https://www.allmusic.com/album/the-five-heartbeats-mw0000268008,The Five Heartbeats,"Stage & Screen, R&B, Pop/Rock"
Out for Justice,tt0102614,1991,mw0000268126,https://www.allmusic.com/album/out-for-justice-original-motion-picture-soundtrack-mw0000268126,Out for Justice [Original Motion Picture Soundtrack],Stage & Screen
Robin Hood: Prince of Thieves,tt0102798,1991,mw0000268628,https://www.allmusic.com/album/robin-hood-prince-of-thieves-original-motion-picture-soundtrack-mw0000268628,"Robin Hood, Prince of Thieves [Original Motion Picture Soundtrack]","Stage & Screen, Pop/Rock, Classical"
Doc Hollywood,tt0101745,1991,mw0000269094,https://www.allmusic.com/album/doc-hollywood-mw0000269094,Doc Hollywood,Stage & Screen
Another 48 Hrs.,tt0099044,1990,mw0000269270,https://www.allmusic.com/album/another-48-hrs-original-motion-picture-soundtrack-mw0000269270,Another 48 Hrs. [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Suburban Commando,tt0103003,1991,mw0000269367,https://www.allmusic.com/album/suburban-commando-mw0000269367,Suburban Commando,Stage & Screen
