,tmdb_id,imdb_id,title,year,Unnamed: 4,cast,Director,Epk Director,Epk Producer,Executive Music Producer,Executive Producer,Music,Music Director,Music Editor,Music Producer,Original Music Composer,Producer,Songs,Writer
3961,504172,tt7959026,The Mule,2018,,"Clint Eastwood, Bradley Cooper, Laurence Fishburne, Michael Peña, Dianne Wiest, Ignacio Serricchio, Andy García, Taissa Farmiga, Alison Eastwood, Richard Herd, Lobo Sebastian, Manny Montana, Noel Gugliemi, Gustavo Muñoz, Patrick L. Reyes, Cesar de León, Jackie Prucha, Adam Drescher, Christi McClintock, Keith Flippen, Kinsley Isla Dillon, Joe Knezevich, Megan Leahy, Austin Freeman, Victor Rasuk, Robert LaSardo, Saul Huezo, Lee Coc, Eugene Cordero, Felicia Dee, Jessica B. Wellington, Michael H. Cole, Charles Lawlor, Alan Heckner, Mollie Busta, James DeForest Parker, Clifton Collins Jr., Daniel Moncada, Paul Alayo, Travina Springer, Kareem J. Grimes, Caroline Avery Granger, Diego Cataño, Kiana N. Paz, Ashley V. Yanez, Nicole M. Gomez, Dylan Kussman, Grant Roberts, Pete Burris, Loren Dean, Kenny Barr, Jan Hartsell, Javier Vazquez Jr., Derek Russo, Megan Mieduch, Leonard Hennessy, Dayna Beilenson, Tess Malis Kincaid, Antwan Mills, Sparrow Nicole, Almendra Fuentes, Mia Rio, Jill Flint, Monica Mathis, Ashani Roberts, Devon Ogden, Katie Gill, Scott Dale, Artemis, Milton Saul, Patti Schellhaas",Clint Eastwood,,,,"Ruben Fleischer, Aaron L. Gilbert, David Bernad, Todd Hoffman",,,,,Arturo Sandoval,"Clint Eastwood, Bradley Thomas, Tim Moore, Jessica Meier, Kristina Rivera, Dan Friedkin",,
3962,564,tt0120616,The Mummy,1999,,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Patricia Velásquez, Kevin J. O'Connor, Jonathan Hyde, Oded Fehr, Erick Avari, Stephen Dunham, Corey Johnson, Tuc Watkins, Omid Djalili, Aharon Ipalé, Bernard Fox, Carl Chase, Mohammed Afifi, Abderrahim El Aadili, Jake Arnott, Mason Ball, Isobel Brook, James Traherne Burton, Peter Chequer, Porl Smith, Ian Warner",Stephen Sommers,,,,Kevin Jarre,,,Darrell Hall,,Jerry Goldsmith,"Sean Daniel, James Jacks",,
3963,1734,tt0209163,The Mummy Returns,2001,,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Oded Fehr, Patricia Velásquez, Freddie Boath, Alun Armstrong, Dwayne Johnson, Adewale Akinnuoye-Agbaje, Shaun Parkes, Bruce Byron, Joe Dixon, Tom Fisher, Aharon Ipalé, Quill Roberts, Donna Air, Trevor Lovell",Stephen Sommers,,,,"Bob Ducsay, Don Zepfel",,,John Finklea,Glen Ballard,Alan Silvestri,"Sean Daniel, James Jacks",,
3964,1735,tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,,"Brendan Fraser, Jet Li, Maria Bello, John Hannah, Michelle Yeoh, Luke Ford, Isabella Leong, Anthony Wong, Russell Wong, Liam Cunningham, David Calder, Jessey Meng, Tian Liang, Albert Kwan, Wu Jing, Wei Binghua, Jing Guo, Alison Louder, Marcia Nasatir, Emerald Starr, Helen Feng, Stella Maryna Troshyna, James Bradford, Daniel Richard Giverin, Ken Tran, Allan Yuk-lun Chou, Fernando Chien, Mac Jeffrey Ong, Chris Mark, James Mark, Mike Ching, Darryl Quon, Alex Chiang, Paul Wu, Larry Lam, Brian Ho, Vi-Hung Luv, Huy Phong Doan, Kyle Burnett Cashulin, Charles Esposito, Michael Scherer, Scott Taylor, Kham Tri Vixaysy, Don Lew, Regis Attiow, Tony Wai, Wu Yungstun, Xiang Guangxu, Lam Cong-Quyen, Freda Foh Shen",Rob Cohen,,,,"Chris Brigham, Zhong-lun Ren, Huang Jianxin",Randy Edelman,,,,,"Stephen Sommers, Sean Daniel, James Jacks, Bob Ducsay",,
3965,10437,tt0104940,The Muppet Christmas Carol,1992,,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson, Frank Oz, David Rudman, Don Austen, Jessica Fox, Robert Tygner, Steven Mackintosh, Meredith Braun, Robin Weaver, Raymond Coulthard, Russell Martin, Theo Sanders, Kristopher Milnes, Edward Sanders, Anthony Hamblin, Fergus Brazier, Ian Allen, David Alan Barclay, David Shaw-Parker, Robbie Barnett, James Barton, Joan Barton, Michael Bayliss, Simon Buckley, David Bulbeck, Marcus Clarke, Craig Crane, Sue Dacre, Taylor David, John Eccleston, Geoff Felix, Kate Frost, Ken Haines, Ronnie Le Drew, William Todd-Jones, Christopher Leith, Anthony Lymboura, Rebecca Nagan, Angie Passmore, Peter Passmore, Nigel Plaskitt, Judy Preece, Sally Preisig, Peter Robbins, Gillie Robic, Tim Rose, Kaefan Shaw, David Showler, John Thirtle, Ian Thom, Mark Alexander Todd, Ian Tregonning, Simon J. Williamson, Victoria Willing, Mike Quinn, Phill Woodfine, Karen Prell, Jack Angel, Hyma Beckley, Caroline Dillon, Bill Farmer, Louise Gold, Patrick Pinney, Phil Proctor",Brian Henson,,,,Frank Oz,,,,,"Paul Williams, Miles Goodman","Martin G. Baker, Brian Henson",,
3966,64328,tt1204342,The Muppets,2011,,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz, Alan Arkin, Bill Cobbs, Zach Galifianakis, Ken Jeong, Jim Parsons, Eddie Pepitone, Kristen Schaal, Sarah Silverman, Eddie « Piolin » Sotelo, Raymond Ma, Shu Lan Tuan, Donald Glover, Dahlia Waingort, Jonathan Palmer, Don Yanan, Michael Albala, Julia Marie Franzese, Gunnar Smith, Connor Gallagher, Justin Marco, Cameron Kasal, Justin Tinucci, Alex Long, Aria Noelle Curzon, Emily Blunt, James Carville, Leslie Feist, Whoopi Goldberg, Selena Gomez, Dave Grohl, Neil Patrick Harris, Judd Hirsch, John Krasinski, Rico Rodriguez, Mickey Rooney, Tyler Bunch, Bruce Lanoil, Michelan Sisti, Paul McGinnis, Greg Ballora, David Alan Barclay, Tim Blaney, Kevin Carlson, Leslie Carrara-Rudolph, Kristin Charney, Nathan Danforth, Alice Dinnean, Julia Gunn, B.J. Guyer, Tanya Haden, Patrick Johnson, Sean W. Johnson, Len Levitt, James Murray, Michael Oosterom, Karen Prell, Mike Quinn, David Skelly, Andy Stone, Art Vega, Alex Villa, Chase Woolner, Jack Black",James Bobin,,,,"Jason Segel, Nicholas Stoller, Martin G. Baker, John G. Scotti",,,,,"Christophe Beck, Bret McKenzie","David Hoberman, Todd Lieberman",,"Jason Segel, Nicholas Stoller"
3967,37718,tt0164108,The Muse,1999,,"Albert Brooks, Sharon Stone, Andie MacDowell, Jeff Bridges, Cybill Shepherd, Jennifer Tilly, Monica Mikala, Jamie Alexis, Catherine MacNeal, Mark Feuerstein, Bradley Whitford, Stacey Travis, Lorenzo Lamas, James Cameron, Martin Scorsese, Wolfgang Puck, Rob Reiner, Steven Anthony Lawrence",Albert Brooks,,,,,,,,,,,,"Albert Brooks, Monica Mcgowan Johnson"
3968,11370,tt0246544,The Musketeer,2001,,"Justin Chambers, Tim Roth, Catherine Deneuve, Mena Suvari, Stephen Rea, Bill Treacher, Daniel Mesguich, David Schofield, Nick Moran, Steve Speirs, Jan-Gregor Kremp, Jeremy Clyde, Michael Byrne, Jean-Pierre Castaldi, Tsilla Chelton, Luc Gentil, Katherine Erhardy, Max Dolbey, Florent Bigot de Nesles, Stefan Jürgens, Anne-Marie Pisani, Carrie Mullan, Joachim Paul Assböck, Oscar Ortega Sánchez, Sven Walser, Marco Lorenzini, Jean-François Wolff, Bertrand Witt, Stefan Weinert, Patrick Dean, Christian Bergmann, Sascha Schiffbauer, Sven Nichulski, Frank Ferner, Jean-Luc Ristic, Roland Stemmer, Jo Stock, Dean Gregory, Ciaran Mulhern, Gilles Soeder, Sigal Diamant",Peter Hyams,,,,"Mark Damon, Frank Hübner, Steven Paul, Romain Schroeder, Rudy Cohen",,,Dina Eaton,,David Arnold,Moshe Diamant,,
3969,37137,tt0102510,The Naked Gun 2Â½: The Smell of Fear,1991,,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Robert Goulet, Richard Griffiths, Jacqueline Brookes, Anthony James, Lloyd Bochner, Tim O'Connor, Peter Mark Richman, Ed Williams, Peter Van Norden, Gail Neely, Mel Tormé, Zsa Zsa Gabor, ""Weird Al"" Yankovic, Gina Mastrogiacomo, David Zucker",David Zucker,,,,,,,,,Ira Newborn,"Robert K. Weiss, Jim Abrahams",,"Jim Abrahams, David Zucker, Pat Proft"
3970,16727,tt0433416,The Namesake,2007,,"Kal Penn, Tabu, Irrfan Khan, Sahira Nair, Jacinda Barrett, Zuleikha Robinson, Ruma Guha Thakurta, Sabyasachi Chakraborty, Supriya Choudhury, Jhumpa Lahiri, Glenne Headly",Mira Nair,,,,Yasushi Kotani,Nitin Sawhney,,,,,"Mira Nair, Lori Keith Douglas, Lydia Dean Pilcher, Yukie Kito, Taizo Son, Ronnie Screwvala, Zarina Screwvala, Anadil Hossain, Dinaz Stafford",,
3971,12435,tt0489237,The Nanny Diaries,2007,,"Scarlett Johansson, Laura Linney, Nicholas Art, Chris Evans, Paul Giamatti, Donna Murphy, Alicia Keys, Judith Roberts, Charlie Hewson, Alison Wright, Nate Corddry, Stephen O'Reilly","Shari Springer Berman, Robert Pulcini",,,,"Bob Weinstein, Harvey Weinstein, Kelly Carmichael",,,,,Mark Suozzo,"Dany Wolf, Richard N. Gladstein",,
3972,9631,tt0120768,The Negotiator,1998,,"Samuel L. Jackson, Kevin Spacey, David Morse, Ron Rifkin, John Spencer, J.T. Walsh, Siobhan Fallon Hogan, Paul Giamatti, Regina Taylor, Bruce Beatty, Michael Cudlitz, Carlos Gómez, Tim Kelleher, Dean Norris, Nestor Serrano, Doug Spinuzza, Leonard L. Thomas, Stephen Lee, Lily Gibson, Lauri Johnson, Sabi Dorr, Gene Wolande, Rhonda Dotson, John Lordan, Jack Shearer, Donna Ponterotto, Michael Shamus Wiles, Mik Scriba, Joey Perillo, Mary Page Keller, Kelsey Mulrooney, Brad Blaisdell, Bruce Wright, Robert David Hall, Bernard Hocke, Tony Mockus Jr., Rick Scarry, McNally Sagal, Mary Major, Edwina Moore, James Blackburn, Tom Bower, David Michael Fordham, Paul Guilfoyle, Jack Rooney, Rick Touhy",F. Gary Gray,,,,"David Nicksay, Robert Stone, Webster Stone",Graeme Revell,,Joshua Winget,,,"Arnon Milchan, David Hoberman",,
3973,1642,tt0113957,The Net,1995,,"Sandra Bullock, Jeremy Northam, Dennis Miller, Wendy Gazelle, Ken Howard, Diane Baker, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett, Kristina Krofft, Tony Perez, Gene Kirkwood, Christopher Darga, Charles Winkler, Julia Pearlstein, Rick Snyder, Gerald Berns, Tannis Benedict, Vaughn Armstrong, Wren T. Brown, Lynn Blades, Israel Juarbe, Julia Vera, Lewis Dix Jr., Lili Flanders, Adam Winkler, Brian E. Frankish, Wanda-Lee Evans, David Winkler, Andrew Amador, Juan García, Margo Winkler, Kerry Kilbride, Roland Gomez, Melvin Thompson, Rich Bracco, Lucy Butler, John Livingston, Cam Brainard, Dennis Richmond, Elaine Corral Kendall, Alfredo López, Thomas Crawford, John Cappon, Barbara Abedi, Kevin Brown, Hope M. Parrish, Brad Hill, Danny Breen, Melissa Bomes",Irwin Winkler,,,,,Mark Isham,,,,,"Irwin Winkler, Rob Cowan",,
3974,34636,tt0100240,The NeverEnding Story II: The Next Chapter,1991,,"Jonathan Brandis, Kenny Morrison, Clarissa Burt, John Wesley Shipp, Martin Umbach, Alexandra Johnes, Thomas Hill, Helena Michell, Christopher Burton, Patricia Fugger, Birge Schade, Claudio Maniscalco, Andreas Borcherding, Ralf Weikinger, Colin Gilder, Rob Morton, Frank Lenart, Holger Dudla, Adolf Kraus, Karl Krebs, Andrea Kobusch, Radu Mendrea, Jan Berghout, Axel Münderlein, Robert Naegele, Christian Reuter, Jochen Reuter, Oliver Ritzinger, Peter Rossmeisel, Markus Rupprecht, Peter Sassmann, Stefan Schwankner, Heinz Siegel, Donald Arthur, Andreas Beckett, Joe Milner",George T. Miller,,,,Tim Hampton,,,,,Robert Folk,Dieter Geissler,,
3975,10985,tt0241760,The New Guy,2002,,"DJ Qualls, Eliza Dushku, Zooey Deschanel, Lyle Lovett, Jerod Mixon, Illeana Douglas, Parry Shen, Kurt Fuller, Julius Carry, M.C. Gainey, Eddie Griffin, Sunny Mabrey, Ross Patterson, Tony Hawk, Geoffrey Lewis, Charlie O'Connell, Horatio Sanz, Gene Simmons, Tommy Lee, Matt Gogin, Kool Moe Dee, Jermaine Dupri, Josh Todd, Henry Rollins, Hans Stroble, Charles Hutchison, Avery Kidd Waddell, Mike Erwin, Bryan Shy, Jesse Castillo, Rachael E. Stevens, Laura Clifton, Conrad Goode, Jai Rodriguez, Robert A. Guthrie, Matthew Lee Pelosi, Ryan Waller, Kina Cosper, Vanilla Ice, Bill Wolkoff, Mike Wachs, Pride Grinn, Kyle Gass, Valente Rodriguez, Justine Johnston, Billy F. Harden, Joy Hadnott, Christie Abbott, Meredith May, Audrea Ulmer, Saudia Rashed, Shana McClendon, Camille Chen, Jessica Hale, Kelly Bright, Kristen Anderson, Kellye Cunningham, David Hasselhoff, Katy Dunlap",Ed Decter,,,Ralph Sall,"Ed Decter, John J. Strauss, Michael Fottrell, Greg Silverman",,,Amanda Goodpaster,,Ralph Sall,"Todd Garner, Mark Ciardi, Gordon Gray",,David Kendall
3976,11400,tt0402399,The New World,2006,,"Colin Farrell, Q'orianka Kilcher, Christopher Plummer, Christian Bale, August Schellenberg, Wes Studi, David Thewlis, Yorick van Wageningen, Ben Mendelsohn, Noah Taylor, Jason Aaron Baca, Eddie Marsan, Michael Greyeyes, Jake Curran, Alex Meraz, Kirk Acevedo, Irene Bedard, Janine Duvitski",Terrence Malick,,,,"Mark Ordesky, Toby Emmerich, Trish Hofmann, Bill Mechanic, Rolf Mittweg",,,Philip Tallman,,James Horner,Sarah Green,,
3977,42807,tt0120769,The Newton Boys,1998,,"Matthew McConaughey, Skeet Ulrich, Ethan Hawke, Vincent D'Onofrio, Gail Cronauer, Jena Karam, Julianna Margulies, Casey McAuliffe, Dwight Yoakam, Charles Gunning, Regina Mae Matthews, Becket Gremmels, Lew Temple, Glynn Williams, Charles 'Chip' Bray, Ken Farmer, Scott Roland",Richard Linklater,,,,,,,,,,,,
3978,1831,tt0156841,The Next Best Thing,2000,,"Madonna, Rupert Everett, Benjamin Bratt, Malcolm Stumpf, Josef Sommer, Suzanne Krull, Linda Larkin, Illeana Douglas, Michael Vartan, Lynn Redgrave, Neil Patrick Harris, Mark Valley, Stacy Edwards, John Carroll Lynch, Fran Bennett, Ricki Lopez, Tiffany Paulsen, Jack Betts, Irene Roseen, Frank James, Caitlin Wachs, Jessica Sara, Kimberley Davies, Laurent Schwaar, Rebekah Hoyle, Greg Bronson",John Schlesinger,,,,"Gary Lucchesi, Ted Tannebaum, Lewis Manilow",,,,,,"Tom Rosenberg, Leslie Dixon, Linne Radmin",,
3979,11231,tt0110657,The Next Karate Kid,1994,,"Pat Morita, Hilary Swank, Michael Ironside, Constance Towers, Chris Conrad, Arsenio 'Sonny' Trinidad, Michael Cavalieri, Walton Goggins, Jim Ishida, Rodney Kageyama, Seth Sakai, Eugene Boles, Keena Keel, Tom O'Brien, Thomas Downey, Brian McGrail, Wayne Chou, Daniel Inouye, Gustave Johnson, Brian Smiar, Christopher Beam, Eric Beam, Scott Powderly, Davis Robinson, Anthony Ejarque, Steven Mark Friedman, Christopher Wilder, Annette Miller, Bud Ekins, Paul Bronk, Fred Fontana, Julie Weintraub, Johnny Melton, Chad Melton, Scott Strupe, Phillip V. Caruso, Robert Harrell, Dan Marshall, Frank Principe, Robin Reck, Hebron Simckes-Joffe, Mark Vafiades, Dared Wright, Jason Yee",Christopher Cain,,,,R.J. Louis,,,,,Bill Conti,Jerry Weintraub,,
3980,43539,tt1458175,The Next Three Days,2010,,"Russell Crowe, Elizabeth Banks, Brian Dennehy, RZA, Moran Atias, Olivia Wilde, Jason Beghe, Nazanin Boniadi, Tyrone Giordano, Ty Simpkins, Liam Neeson, Jonathan Tucker, Lennie James, Michael Buie, Helen Carey, Remy Nozik, Aisha Hinds, Leslie Merrill, Daniel Stern, Rachel Deacon, Derek Cecil, Kaitlyn Wylde, Kevin Corrigan, Jeff Hochendoner, Lauren Haggis, James Ransone, Denise Dal Vera, Glenn Taranto, Veronica Brown, Lisa Ann Goldsmith, Alissa Haggis, Allan Steele, Zachary Sondrini, Etta Cox, Barry Bradford, Rick Warner, Quantia Mali, Trudie Styler, Fabio Polanco, David Flick, Sean Huze, Tamara Gorski, Patrick Brennan, Brenna McDonough, Melissa Jackson, Patrick McDade, James Francis Kelly III, Tiffany Sander McKenzie",Paul Haggis,,,,"Anthony Katagas, Agnès Mentre",,,,,Danny Elfman,"Paul Haggis, Michael Nozik, Olivier Delbosc, Marc Missonnier, Eugénie Grandval",,
3981,9782,tt0448075,The Night Listener,2006,,"Toni Collette, Robin Williams, Joe Morton, Bobby Cannavale, Rory Culkin, Sandra Oh, Rodrigo Lopresti, John Cullum, Lisa Emery, Guenia Lemos, Marcia Haufrecht, Nick Gregory, Ed Jewett, Becky Ann Baker, E.J. Carroll",Patrick Stettner,,,,,,,,,Peter Nashel,"John Hart, Jeffrey Sharp, Jill Footlick, Robert Kessel",,
3982,41661,tt0107685,The Night We Never Met,1993,,"Matthew Broderick, Annabella Sciorra, Jeanne Tripplehorn, Christine Baranski, Tim Guinee, Greg Germann, Bradley White, Kevin Anderson, Justine Bateman, Doris Roberts, Dominic Chianese, Michael Imperioli, Paul Guilfoyle, Lewis Black, Garry Shandling, Billy Campbell, Naomi Campbell, Brooke Smith, Dana Wheeler-Nicholson, Louise Lasser, Katharine Houghton",Warren Leight,,,,"Bob Weinstein, Harvey Weinstein, Sidney Kimmel",,,,,Evan Lurie,"Robert De Niro, Michael Peyser",,Warren Leight
3983,9479,tt0107688,The Nightmare Before Christmas,1993,,"Chris Sarandon, Danny Elfman, Catherine O'Hara, Ken Page, William Hickey, Glenn Shadix, Edward Ivory, Paul Reubens, Kerry Katz, Carmen Twillie, Randy Crenshaw, Debi Durst, Glenn Walters, Sherwood Ball, Greg Proops, Tim Burton, Susan McBride, Mia Brown, L. Peter Callender, Ann Fraser, Jennifer Levey, Jesse McClurg, John Morris, Robert Olague, Bobbi Page, Elena Praskin, Trampas Warman, Judi M. Durand, Doris Hess, Daamen J. Krall, Christina MacGregor, David McCharen, Gary Raff, David J. Randolph, Gary Schwartz",Henry Selick,,,,,,,Bob Badami,,Danny Elfman,"Tim Burton, Denise Di Novi, Don Hahn",,Tim Burton
3984,622,tt0142688,The Ninth Gate,2000,,"Johnny Depp, Frank Langella, Lena Olin, Emmanuelle Seigner, Barbara Jefford, Jack Taylor, José López Rodero, James Russo, Willy Holt, Allen Garfield, Tony Amoni, Jacques Dacqmine, Joe Sheridan, Rebecca Pauly, Catherine Benguigui, Maria Ducceschi, Jacques Collard, Dominique Pozzetto, Emanuel Booz, Lino Ribeiro de Sousa, Asil Raïs, Bernard Richier, Marinette Richier",Roman Polanski,,,,"Michel Cheyko, Wolfgang Glattes",,,Suzana Peric,,Wojciech Kilar,Roman Polanski,,
3985,11036,tt0332280,The Notebook,2004,,"Rachel McAdams, Ryan Gosling, Gena Rowlands, James Garner, Sam Shepard, Joan Allen, James Marsden, David Thornton, Kevin Connolly, Starletta DuPois, Ed Grady, Jennifer Echols, Heather Wahlquist, Jonathan Parks Jordan, Cullen Moss, Traci Dinwiddie, James Middleton, Peter Rosenfeld, Obba Babatundé, Chuck Pacheco, Todd Lewis, Mark Johnson, Robert Fraisse, Barbara Weetman, Jamie Anne Allman, Rebecca Koon, Deborah Hobart, Sylvia Jefferies, Mark Garner, Scott Ritenour, Milton Buras, Elizabeth Bond, Matthew Barry, Nancy De Mayo, David Abrams, Taylor Engel, Bob Forrest, Paul Johansson, Bruce Williamson",Nick Cassavetes,,,,"Avram Butch Kaplan, Toby Emmerich",,,Philip Tallman,,Aaron Zigman,"Lynn Harris, Mark Johnson",,
3986,15402,tt0404802,The Notorious Bettie Page,2006,,"Gretchen Mol, Chris Bauer, Jared Harris, Sarah Paulson, David Strathairn, Lili Taylor, Tara Subkoff, John Cullum, Cara Seymour, Austin Pendleton, Norman Reedus, Dallas Roberts, Victor Slezak, Ann Dowd, Michael Gaston, Jefferson Mays, Aaron Lazar",Mary Harron,,,,,Mark Suozzo,,,,,"Christine Vachon, Pamela Koffler, Katie Roumel, John Marshall",,
3987,254904,tt2402157,The November Man,2014,,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich, Amila Terzimehic, Lazar Ristovski, Mediha Musliović, Eliza Taylor, Caterina Scorsone, Akie Kotabe, Will Patton, Patrick Kennedy, Dragan Marinković 'Maca', Ben Willens, Miloš Timotijević, Dragan Dvojakovic, Tara Jevrosimović, Nina Mrđa, Greg De Cuir, Steve Shapiro, Ben Dimmock, Justin Chapman, Chad Z. King, Marija Dakić, Petar Benčina, Milutin Milošević, Nina Janković, Jadranka Bugarski, Miodrag Stojanovic, Nina Lazarevic, Tijana Plemic, Nebojša Đorđević, Marko Marković, Ilija Labalo, Mark Mottram, Yulia Martynyuk, Dragana Atlija, Radoje Jelić",Roger Donaldson,,,,"Pierce Brosnan, Ryan Kavanaugh, Kevan Van Thompson, Grant Cramer, Scott Fischer, Alan Pao, Corey Large, Kevin Scott Frakes, Remington Chase, Myles Nestel, Brandt Andersen, Stepan Martirosyan, Raj Brinder Singh, Haroon Saleem, Vishal Rungta, Ankur Rungta, Kevin Robledo",Marco Beltrami,,,,,"Beau St. Clair, Sriram Das",,
3988,3594,tt0481369,The Number 23,2007,,"Jim Carrey, Logan Lerman, Virginia Madsen, Danny Huston, Lynn Collins, Mark Pellegrino, Rhona Mitra, Ed Lauter, David Stifel, Corey Stoll, Michelle Arthur, Paul Butcher, Troy Kotsur, Patricia Belcher, Shakti Shannon, Lesli Margherita, Tara Karsian",Joel Schumacher,,,,"Toby Emmerich, Richard Brener, Keith Goldberg, Mike Drake, Brooklyn Weaver, Eli Richbourg",,,,,Harry Gregson-Williams,"Beau Flynn, Tripp Vinson",,
3989,439079,tt5814060,The Nun,2018,,"Demián Bichir, Taissa Farmiga, Jonas Bloquet, Bonnie Aarons, Ingrid Bisu, Patrick Wilson, Vera Farmiga, Lili Taylor, Charlotte Hope, Sandra Teles, Maria Obretin, August Maturo, Jack Falk, Lynnette Gaza, Ani Sava, Michael Smiley, Gabrielle Downey, David Horovitch, Tudor Munteanu, Lili Bordán, Scarlett Hicks, Izzie Coffey, Jared Morgan, Laur Dragan, Eugeniu Cozma, Manuela Ciucur, Beatrice Péter, Ana Udroiu, Andreea Sovan, Dana Voicu, Andreea Moldovianu, Beatrice Rubica, Claudia Susanu, Boiangiu Alma, Gabriela Irina Dinca, Dee Bradley Baker, Debra Wilson, Mark Steger, Lidiya Korotko, Emma Appleton, Jonny Coyne, Natalie Creek, Flynn Hayward, Daniel Mandehr, Samson Marraccino, Jamie Muscato, Lourdes Nadres, Simon Rhee, Sandra Rosko, HayRae Rummel, Claudio Lee Smith",Corin Hardy,,,,Walter Hamada,Abel Korzeniowski,,"Lise Richardson, Nate Underkuffler",,,"James Wan, Peter Safran",,
3990,227783,tt1821658,The Nut Job,2014,,"Will Arnett, Sarah Gadon, Gabriel Iglesias, Brendan Fraser, Liam Neeson, Stephen Lang, Maya Rudolph, Jeff Dunham, Katherine Heigl, Scott Yaphe, Joe Pingue, Julie Lemieux, Rob Tinkler, James Rankin, Annick Obonsawin, James Kee, Scott McCord, Katie Griffin, Psy",Peter Lepeniotis,,,,Mike Karz,,,,,,,,"Lorne Cameron, Peter Lepeniotis, Daniel Woo"
3991,73191,tt0107719,The Nutcracker,1993,,"Darci Kistler, Damian Woetzel, Bart Robinson Cook, Kyra Nichols, Jessica Lynn Cohen, Macaulay Culkin, Kevin Kline",Emile Ardolino,,,,,,,,,,,,
3992,426543,tt5523010,The Nutcracker and the Four Realms,2018,,"Keira Knightley, Mackenzie Foy, Eugenio Derbez, Matthew Macfadyen, Richard E. Grant, Misty Copeland, Helen Mirren, Morgan Freeman, Jayden Fowora-Knight, Anna Madeley, Ellie Bamber, Tom Sweet, Jack Whitehall, Omid Djalili, Meera Syal, Lil Buck, Gustavo Dudamel, Ocean Navarro, Sergei Polunin, Nick Mohammed, Charles Streeter, Trent Owers, Gemma Wilks, Craig Garner, Meera Syal, Jayden Fowora-Knight, Omid Djalili, Max Westwell, Aaron Smyth, Sophie Apollonia, Zoe Arshamian, Diogo Barbosa, Harris Bell, Julia Conway, James Butcher, Jonathan Caguioa","Joe Johnston, Lasse Hallström",,,,"Linda Goldstein Knowlton, Sara Smith",James Newton Howard,,,,,"Larry J. Franco, Mark Gordon",,
3993,13759,tt0100281,The Nutcracker Prince,1990,,"Kiefer Sutherland, Megan Follows, Mike MacDonald, Peter O'Toole, Phyllis Diller, Peter Boretski, Stephanie Morgenstern, George Merner",Paul Schibli,,,,,Pyotr Ilyich Tchaikovsky,,,,,,,Patricia Watson
3994,9327,tt0117218,The Nutty Professor,1996,,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Athena Massey, Lisa Boyle, Patricia Wilson, Jamal Mixon, Nichole McAuley, Hamilton von Watts, Chao Li Chi, Tony Carlin, Quinn Duffy, Montell Jordan, Doug Williams, David Ramsey, Chaz Lamar Shepherd, Lisa Halpern, Arthur Tovey",Tom Shadyac,,,,"Jerry Lewis, Karen Kehela Sherwood, Mark Lipsky",,,,,David Newman,"Brian Grazer, Russell Simmons",,
3995,88818,tt0102573,The Object of Beauty,1991,,"John Malkovich, Andie MacDowell, Lolita Davidovich, Rudi Davies, Joss Ackland, Bill Paterson, Ricci Harnett, Peter Riegert, Jack Shepherd, Rosemary Martin, Roger Lloyd Pack, Andrew Hawkins, Pip Torrens, Jeremy Sinden, Annie Hayes, Richard Ireson, Stephen Churchett, Barry Gordon",Michael Lindsay-Hogg,,,,,Tom Bähler,,,,,Cary Brokaw,,Michael Lindsay-Hogg
3996,17127,tt0120772,The Object of My Affection,1998,,"Jennifer Aniston, Paul Rudd, Steve Zahn, Alan Alda, Hayden Panettiere, Allison Janney, Nigel Hawthorne, Gabriel Macht, John Pankow, Kevin Carroll, Sarah Hyland, Tim Daly, Audra McDonald, Amo Gulinello, Paz de la Huerta, Bruce Altman",Nicholas Hytner,,,,,,,,,George Fenton,,,
